road_type,hour,count_date,all_motor_vehicles
primary,12,2023-05-26,1190.0555555555557
primary,12,2023-06-05,775.1428571428571
primary,12,2023-06-06,933.5666666666667
primary,12,2023-06-07,811.4285714285714
primary,12,2023-06-08,839.9545454545455
primary,12,2023-06-09,686.3214285714286
primary,12,2023-06-12,821.25
primary,12,2023-06-13,713.0
primary,12,2023-06-14,568.9375
primary,12,2023-06-15,696.3913043478261
primary,12,2023-06-16,1101.090909090909
primary,12,2023-06-19,988.8888888888889
primary,12,2023-06-20,826.25
primary,12,2023-06-21,948.7
primary,12,2023-06-22,969.9375
primary,12,2023-06-23,926.5625
primary,12,2023-06-26,1087.34375
primary,12,2023-06-27,587.0
primary,12,2023-06-28,1014.1
primary,12,2023-06-29,1009.8571428571429
primary,12,2023-06-30,929.8181818181819
primary,12,2023-07-03,439.25
primary,12,2023-07-04,1202.9722222222222
primary,12,2023-07-06,804.3684210526316
primary,12,2023-07-07,360.5
primary,12,2023-07-10,479.2631578947368
primary,12,2023-07-11,958.08
primary,12,2023-07-12,919.68
primary,12,2023-07-13,985.0869565217391
primary,12,2023-07-14,1174.3
primary,12,2023-07-17,790.75
primary,12,2023-07-18,1228.5
primary,12,2023-07-19,836.9444444444445
primary,12,2023-07-20,226.0
primary,12,2023-09-05,95.5
primary,12,2023-09-06,839.5882352941177
primary,12,2023-09-07,855.75
primary,12,2023-09-08,1125.7333333333333
primary,12,2023-09-11,824.9166666666666
primary,12,2023-09-12,812.4516129032259
primary,12,2023-09-13,1093.7441860465117
primary,12,2023-09-14,742.2307692307693
primary,12,2023-09-15,432.22727272727275
primary,12,2023-09-18,699.75
primary,12,2023-09-19,1004.9444444444445
primary,12,2023-09-20,548.3333333333334
primary,12,2023-09-21,923.8333333333334
primary,12,2023-09-22,882.625
primary,12,2023-09-25,644.3125
primary,12,2023-09-26,713.0
primary,12,2023-09-27,562.1363636363636
primary,12,2023-09-28,951.34375
primary,12,2023-09-29,1131.4285714285713
primary,12,2023-10-02,627.5
primary,12,2023-10-03,718.1333333333333
primary,12,2023-10-04,171.5
primary,12,2023-10-05,212.66666666666666
primary,12,2023-10-06,708.9444444444445
primary,12,2023-10-09,752.3269230769231
primary,12,2023-10-10,792.0833333333334
primary,12,2023-10-11,814.3181818181819
primary,12,2023-10-12,662.8571428571429
primary,12,2023-10-13,972.2307692307693
primary,12,2023-10-16,587.5
primary,12,2023-10-17,587.3333333333334
primary,12,2023-10-18,526.1
primary,12,2023-10-19,688.0
primary,12,2023-10-20,614.4166666666666
primary,12,2023-10-31,590.5
primary,12,2023-11-01,991.5
primary,12,2023-11-03,464.125
primary,12,2023-11-06,915.25
primary,12,2023-11-07,412.5
primary,13,2023-03-15,509.75
primary,13,2023-03-20,563.0
primary,13,2023-03-21,422.8
primary,13,2023-03-22,804.5882352941177
primary,13,2023-03-23,596.7037037037037
primary,13,2023-03-24,525.6170212765958
primary,13,2023-03-27,748.4411764705883
primary,13,2023-03-28,863.5344827586207
primary,13,2023-03-29,1108.5263157894738
primary,13,2023-03-31,158.0
primary,13,2023-04-17,1007.0
primary,13,2023-04-18,839.1509433962265
primary,13,2023-04-19,659.6545454545454
primary,13,2023-04-20,721.0519480519481
primary,13,2023-04-21,706.7083333333334
primary,13,2023-04-24,724.5294117647059
primary,13,2023-04-25,816.8620689655172
primary,13,2023-04-26,775.9038461538462
primary,13,2023-04-27,918.22
primary,13,2023-04-28,771.025641025641
primary,13,2023-05-02,775.3333333333334
primary,13,2023-05-03,1136.4642857142858
primary,13,2023-05-04,788.6470588235294
primary,13,2023-05-05,955.8863636363636
primary,13,2023-05-09,809.5666666666667
primary,13,2023-05-10,540.6904761904761
primary,13,2023-05-11,715.7222222222222
primary,13,2023-05-15,757.44
primary,13,2023-05-16,728.8846153846154
primary,13,2023-05-17,1097.4285714285713
primary,13,2023-05-18,882.4583333333334
primary,13,2023-05-19,1048.375
primary,13,2023-05-22,911.2307692307693
primary,13,2023-05-23,1621.875
primary,13,2023-05-24,807.2857142857143
primary,13,2023-05-25,887.8333333333334
primary,13,2023-05-26,1241.611111111111
primary,13,2023-06-05,769.2142857142857
primary,13,2023-06-06,948.6333333333333
primary,13,2023-06-07,807.8214285714286
primary,13,2023-06-08,830.4090909090909
primary,13,2023-06-09,685.3214285714286
primary,13,2023-06-12,811.8125
primary,13,2023-06-13,697.7142857142857
primary,13,2023-06-14,575.0
primary,13,2023-06-15,713.0
primary,13,2023-06-16,1122.5681818181818
primary,13,2023-06-19,1000.0
primary,13,2023-06-20,844.8333333333334
primary,13,2023-06-21,970.7
primary,13,2023-06-22,983.625
primary,13,2023-06-23,973.34375
primary,13,2023-06-26,1107.03125
primary,13,2023-06-27,606.0454545454545
primary,13,2023-06-28,1056.2666666666667
primary,13,2023-06-29,1023.7857142857143
primary,13,2023-06-30,967.8181818181819
primary,13,2023-07-03,446.14285714285717
primary,13,2023-07-04,1229.5555555555557
primary,13,2023-07-06,823.7368421052631
primary,13,2023-07-07,354.25
primary,13,2023-07-10,473.7894736842105
primary,13,2023-07-11,970.94
primary,13,2023-07-12,920.32
primary,13,2023-07-13,1005.804347826087
primary,13,2023-07-14,1197.9
primary,13,2023-07-17,819.0833333333334
primary,13,2023-07-18,1183.5
primary,13,2023-07-19,848.8888888888889
primary,13,2023-07-20,226.5
primary,13,2023-09-05,95.5
primary,13,2023-09-06,843.2941176470588
primary,13,2023-09-07,874.525
primary,13,2023-09-08,1125.4
primary,13,2023-09-11,838.7222222222222
primary,13,2023-09-12,843.0967741935484
primary,13,2023-09-13,1124.0232558139535
primary,13,2023-09-14,735.6538461538462
primary,13,2023-09-15,438.1363636363636
primary,13,2023-09-18,701.0
primary,13,2023-09-19,1004.7222222222222
primary,13,2023-09-20,525.5
primary,13,2023-09-21,909.9444444444445
primary,13,2023-09-22,866.25
primary,13,2023-09-25,642.625
primary,13,2023-09-26,741.125
primary,13,2023-09-27,563.5
primary,13,2023-09-28,983.46875
primary,13,2023-09-29,1187.4285714285713
primary,13,2023-10-02,620.25
primary,13,2023-10-03,722.7777777777778
primary,13,2023-10-04,178.0
primary,13,2023-10-05,206.16666666666666
primary,13,2023-10-06,712.5833333333334
primary,13,2023-10-09,751.6923076923077
primary,13,2023-10-10,804.6944444444445
primary,13,2023-10-11,829.6363636363636
primary,13,2023-10-12,674.0
primary,13,2023-10-13,976.1538461538462
primary,13,2023-10-16,621.125
primary,13,2023-10-17,575.4
primary,13,2023-10-18,532.1
primary,13,2023-10-19,726.6451612903226
primary,13,2023-10-20,633.5833333333334
primary,13,2023-10-31,629.0
primary,13,2023-11-01,965.5
primary,13,2023-11-03,455.375
primary,13,2023-11-06,905.0
primary,13,2023-11-07,464.0
primary,14,2023-03-15,539.75
primary,14,2023-03-20,607.85
primary,14,2023-03-21,436.6
primary,14,2023-03-22,888.0588235294117
primary,14,2023-03-23,640.5555555555555
primary,14,2023-03-24,565.1276595744681
primary,14,2023-03-27,797.5147058823529
primary,14,2023-03-28,914.9137931034483
primary,14,2023-03-29,1179.2894736842106
primary,14,2023-03-31,165.5
primary,14,2023-04-17,1109.5
primary,14,2023-04-18,895.0188679245283
primary,14,2023-04-19,710.8545454545455
primary,14,2023-04-20,778.5194805194806
primary,14,2023-04-21,747.5208333333334
primary,14,2023-04-24,771.0784313725491
primary,14,2023-04-25,891.948275862069
primary,14,2023-04-26,840.3461538461538
primary,14,2023-04-27,996.8
primary,14,2023-04-28,818.8461538461538
primary,14,2023-05-02,822.4444444444445
primary,14,2023-05-03,1220.642857142857
primary,14,2023-05-04,826.8235294117648
primary,14,2023-05-05,984.4318181818181
primary,14,2023-05-09,879.7333333333333
primary,14,2023-05-10,590.8095238095239
primary,14,2023-05-11,774.3611111111111
primary,14,2023-05-15,814.4
primary,14,2023-05-16,808.0384615384615
primary,14,2023-05-17,1163.75
primary,14,2023-05-18,957.7916666666666
primary,14,2023-05-19,1100.59375
primary,14,2023-05-22,959.6923076923077
primary,14,2023-05-23,1697.25
primary,14,2023-05-24,834.9285714285714
primary,14,2023-05-25,982.9166666666666
primary,14,2023-05-26,1291.8333333333333
primary,14,2023-06-05,813.0
primary,14,2023-06-06,1044.6333333333334
primary,14,2023-06-07,878.8214285714286
primary,14,2023-06-08,889.7727272727273
primary,14,2023-06-09,730.3928571428571
primary,14,2023-06-12,857.375
primary,14,2023-06-13,741.6071428571429
primary,14,2023-06-14,606.9375
primary,14,2023-06-15,727.695652173913
primary,14,2023-06-16,1197.6136363636363
primary,14,2023-06-19,1080.0555555555557
primary,14,2023-06-20,899.75
primary,14,2023-06-21,1031.1333333333334
primary,14,2023-06-22,1083.40625
primary,14,2023-06-23,1013.875
primary,14,2023-06-26,1167.46875
primary,14,2023-06-27,647.2272727272727
primary,14,2023-06-28,1134.5666666666666
primary,14,2023-06-29,1113.642857142857
primary,14,2023-06-30,1047.8636363636363
primary,14,2023-07-03,484.82142857142856
primary,14,2023-07-04,1312.1666666666667
primary,14,2023-07-06,874.0
primary,14,2023-07-07,392.75
primary,14,2023-07-10,495.36842105263156
primary,14,2023-07-11,1022.3
primary,14,2023-07-12,989.56
primary,14,2023-07-13,1056.5869565217392
primary,14,2023-07-14,1243.175
primary,14,2023-07-17,930.8333333333334
primary,14,2023-07-18,1225.5
primary,14,2023-07-19,926.4444444444445
primary,14,2023-07-20,239.0
primary,14,2023-09-05,120.0
primary,14,2023-09-06,946.0
primary,14,2023-09-07,901.75
primary,14,2023-09-08,1218.8333333333333
primary,14,2023-09-11,884.7777777777778
primary,14,2023-09-12,892.9032258064516
primary,14,2023-09-13,1185.953488372093
primary,14,2023-09-14,775.2307692307693
primary,14,2023-09-15,470.1818181818182
primary,14,2023-09-18,743.4166666666666
primary,14,2023-09-19,1034.3333333333333
primary,14,2023-09-20,589.3333333333334
primary,14,2023-09-21,1010.2777777777778
primary,14,2023-09-22,934.5
primary,14,2023-09-25,709.375
primary,14,2023-09-26,824.25
primary,14,2023-09-27,642.4545454545455
primary,14,2023-09-28,1069.28125
primary,14,2023-09-29,1333.4285714285713
primary,14,2023-10-02,695.8
primary,14,2023-10-03,767.7777777777778
primary,14,2023-10-04,174.0
primary,14,2023-10-05,217.5
primary,14,2023-10-06,764.0
primary,14,2023-10-09,811.8269230769231
primary,14,2023-10-10,876.6111111111111
primary,14,2023-10-11,900.5454545454545
primary,14,2023-10-12,734.5
primary,14,2023-10-13,1044.076923076923
primary,14,2023-10-16,677.125
primary,14,2023-10-17,645.2
primary,14,2023-10-18,582.1
primary,14,2023-10-19,766.0645161290323
primary,14,2023-10-20,672.3333333333334
primary,14,2023-10-31,660.5
primary,14,2023-11-01,1085.5
primary,14,2023-11-03,491.5
primary,14,2023-11-06,995.0
primary,14,2023-11-07,448.6666666666667
primary,15,2023-03-15,663.75
primary,15,2023-03-20,690.6
primary,15,2023-03-21,473.7
primary,15,2023-03-22,995.1176470588235
primary,15,2023-03-23,672.0
primary,15,2023-03-24,599.0851063829788
primary,15,2023-03-27,877.3235294117648
primary,15,2023-03-28,1002.0172413793103
primary,15,2023-03-29,1272.9473684210527
primary,15,2023-03-31,205.0
primary,15,2023-04-17,1258.0
primary,15,2023-04-18,989.2264150943396
primary,15,2023-04-19,795.9636363636364
primary,15,2023-04-20,863.3376623376623
primary,15,2023-04-21,807.9791666666666
primary,15,2023-04-24,838.5098039215686
primary,15,2023-04-25,992.4137931034483
primary,15,2023-04-26,930.5961538461538
primary,15,2023-04-27,1080.38
primary,15,2023-04-28,854.0769230769231
primary,15,2023-05-02,907.6666666666666
primary,15,2023-05-03,1306.9285714285713
primary,15,2023-05-04,914.4117647058823
primary,15,2023-05-05,1030.4772727272727
primary,15,2023-05-09,973.3
primary,15,2023-05-10,647.6666666666666
primary,15,2023-05-11,820.5555555555555
primary,15,2023-05-15,854.72
primary,15,2023-05-16,923.6923076923077
primary,15,2023-05-17,1255.607142857143
primary,15,2023-05-18,1084.9166666666667
primary,15,2023-05-19,1144.375
primary,15,2023-05-22,1044.3846153846155
primary,15,2023-05-23,1716.25
primary,15,2023-05-24,879.9285714285714
primary,15,2023-05-25,1064.75
primary,15,2023-05-26,1377.8333333333333
primary,15,2023-06-05,878.8571428571429
primary,15,2023-06-06,1164.5333333333333
primary,15,2023-06-07,980.6071428571429
primary,15,2023-06-08,999.3181818181819
primary,15,2023-06-09,771.5357142857143
primary,15,2023-06-12,909.125
primary,15,2023-06-13,820.8214285714286
primary,15,2023-06-14,704.125
primary,15,2023-06-15,772.0869565217391
primary,15,2023-06-16,1262.5454545454545
primary,15,2023-06-19,1214.861111111111
primary,15,2023-06-20,986.1111111111111
primary,15,2023-06-21,1158.8
primary,15,2023-06-22,1181.84375
primary,15,2023-06-23,1089.0625
primary,15,2023-06-26,1239.9375
primary,15,2023-06-27,714.7727272727273
primary,15,2023-06-28,1230.3666666666666
primary,15,2023-06-29,1246.142857142857
primary,15,2023-06-30,1156.1818181818182
primary,15,2023-07-03,527.7857142857143
primary,15,2023-07-04,1409.0833333333333
primary,15,2023-07-06,978.1052631578947
primary,15,2023-07-07,447.0
primary,15,2023-07-10,504.7368421052632
primary,15,2023-07-11,1134.02
primary,15,2023-07-12,1103.84
primary,15,2023-07-13,1133.7826086956522
primary,15,2023-07-14,1299.25
primary,15,2023-07-17,1047.3333333333333
primary,15,2023-07-18,1329.0
primary,15,2023-07-19,1014.0555555555555
primary,15,2023-07-20,277.0
primary,15,2023-09-05,124.0
primary,15,2023-09-06,1013.6470588235294
primary,15,2023-09-07,932.65
primary,15,2023-09-08,1275.5666666666666
primary,15,2023-09-11,973.0277777777778
primary,15,2023-09-12,1012.7741935483871
primary,15,2023-09-13,1286.5116279069769
primary,15,2023-09-14,836.4230769230769
primary,15,2023-09-15,510.22727272727275
primary,15,2023-09-18,824.0
primary,15,2023-09-19,1171.0555555555557
primary,15,2023-09-20,647.6666666666666
primary,15,2023-09-21,1153.888888888889
primary,15,2023-09-22,1018.25
primary,15,2023-09-25,808.0625
primary,15,2023-09-26,933.25
primary,15,2023-09-27,697.4545454545455
primary,15,2023-09-28,1158.15625
primary,15,2023-09-29,1370.9285714285713
primary,15,2023-10-02,773.5
primary,15,2023-10-03,837.3555555555556
primary,15,2023-10-04,201.0
primary,15,2023-10-05,238.5
primary,15,2023-10-06,822.2777777777778
primary,15,2023-10-09,903.2115384615385
primary,15,2023-10-10,960.4166666666666
primary,15,2023-10-11,966.9545454545455
primary,15,2023-10-12,836.4285714285714
primary,15,2023-10-13,1091.8461538461538
primary,15,2023-10-16,751.25
primary,15,2023-10-17,729.5333333333333
primary,15,2023-10-18,668.5
primary,15,2023-10-19,805.1935483870968
primary,15,2023-10-20,736.5833333333334
primary,15,2023-10-31,680.5
primary,15,2023-11-01,1136.5
primary,15,2023-11-03,480.375
primary,15,2023-11-06,1018.75
primary,15,2023-11-07,490.6666666666667
primary,16,2023-03-15,824.75
primary,16,2023-03-20,780.1
primary,16,2023-03-21,514.2
primary,16,2023-03-22,1074.4705882352941
primary,16,2023-03-23,752.3703703703703
primary,16,2023-03-24,617.5531914893617
primary,16,2023-03-27,986.8823529411765
primary,16,2023-03-28,1113.896551724138
primary,16,2023-03-29,1432.0526315789473
primary,16,2023-03-31,215.5
primary,16,2023-04-17,1307.5
primary,16,2023-04-18,1135.9811320754718
primary,16,2023-04-19,859.5272727272727
primary,16,2023-04-20,945.6233766233767
primary,16,2023-04-21,827.4166666666666
primary,16,2023-04-24,927.7254901960785
primary,16,2023-04-25,1139.7586206896551
primary,16,2023-04-26,1042.75
primary,16,2023-04-27,1223.14
primary,16,2023-04-28,884.7435897435897
primary,16,2023-05-02,1030.1666666666667
primary,16,2023-05-03,1452.857142857143
primary,16,2023-05-04,998.0588235294117
primary,16,2023-05-05,1055.0
primary,16,2023-05-09,1131.2666666666667
primary,16,2023-05-10,699.452380952381
primary,16,2023-05-11,905.9444444444445
primary,16,2023-05-15,914.64
primary,16,2023-05-16,1071.2307692307693
primary,16,2023-05-17,1358.392857142857
primary,16,2023-05-18,1249.125
primary,16,2023-05-19,1191.5625
primary,16,2023-05-22,1175.1923076923076
primary,16,2023-05-23,1794.25
primary,16,2023-05-24,933.2142857142857
primary,16,2023-05-25,1192.625
primary,16,2023-05-26,1447.7222222222222
primary,16,2023-06-05,1046.5714285714287
primary,16,2023-06-06,1319.4666666666667
primary,16,2023-06-07,1061.857142857143
primary,16,2023-06-08,1126.2727272727273
primary,16,2023-06-09,784.3214285714286
primary,16,2023-06-12,1032.8125
primary,16,2023-06-13,866.0714285714286
primary,16,2023-06-14,804.375
primary,16,2023-06-15,888.2608695652174
primary,16,2023-06-16,1336.5454545454545
primary,16,2023-06-19,1380.888888888889
primary,16,2023-06-20,1137.3055555555557
primary,16,2023-06-21,1285.1333333333334
primary,16,2023-06-22,1278.375
primary,16,2023-06-23,1100.71875
primary,16,2023-06-26,1351.21875
primary,16,2023-06-27,799.2272727272727
primary,16,2023-06-28,1380.1666666666667
primary,16,2023-06-29,1367.857142857143
primary,16,2023-06-30,1179.909090909091
primary,16,2023-07-03,573.8571428571429
primary,16,2023-07-04,1531.5277777777778
primary,16,2023-07-06,1081.2105263157894
primary,16,2023-07-07,461.75
primary,16,2023-07-10,548.9473684210526
primary,16,2023-07-11,1266.18
primary,16,2023-07-12,1215.4
primary,16,2023-07-13,1263.9565217391305
primary,16,2023-07-14,1360.475
primary,16,2023-07-17,1203.1666666666667
primary,16,2023-07-18,1559.5
primary,16,2023-07-19,1205.6666666666667
primary,16,2023-07-20,315.5
primary,16,2023-09-05,169.0
primary,16,2023-09-06,1099.1176470588234
primary,16,2023-09-07,1036.425
primary,16,2023-09-08,1353.6333333333334
primary,16,2023-09-11,1089.138888888889
primary,16,2023-09-12,1128.8387096774193
primary,16,2023-09-13,1427.2093023255813
primary,16,2023-09-14,941.8846153846154
primary,16,2023-09-15,525.0454545454545
primary,16,2023-09-18,934.8333333333334
primary,16,2023-09-19,1281.111111111111
primary,16,2023-09-20,788.3333333333334
primary,16,2023-09-21,1334.4444444444443
primary,16,2023-09-22,1029.0
primary,16,2023-09-25,906.125
primary,16,2023-09-26,1030.875
primary,16,2023-09-27,754.9090909090909
primary,16,2023-09-28,1310.9375
primary,16,2023-09-29,1437.0
primary,16,2023-10-02,873.15
primary,16,2023-10-03,927.2888888888889
primary,16,2023-10-04,243.0
primary,16,2023-10-05,271.6666666666667
primary,16,2023-10-06,889.5833333333334
primary,16,2023-10-09,1028.1538461538462
primary,16,2023-10-10,1055.9722222222222
primary,16,2023-10-11,1128.0454545454545
primary,16,2023-10-12,1017.0714285714286
primary,16,2023-10-13,1094.1538461538462
primary,16,2023-10-16,900.625
primary,16,2023-10-17,774.7333333333333
primary,16,2023-10-18,773.3
primary,16,2023-10-19,884.3548387096774
primary,16,2023-10-20,741.9166666666666
primary,16,2023-10-31,701.0
primary,16,2023-11-01,1113.0
primary,16,2023-11-03,496.75
primary,16,2023-11-06,1065.75
primary,16,2023-11-07,515.6666666666666
primary,17,2023-03-15,792.5
primary,17,2023-03-20,738.45
primary,17,2023-03-21,496.7
primary,17,2023-03-22,1071.2941176470588
primary,17,2023-03-23,751.5925925925926
primary,17,2023-03-24,589.7659574468086
primary,17,2023-03-27,933.5147058823529
primary,17,2023-03-28,1062.2586206896551
primary,17,2023-03-29,1443.7894736842106
primary,17,2023-03-31,201.0
primary,17,2023-04-17,1282.5
primary,17,2023-04-18,1128.698113207547
primary,17,2023-04-19,831.6727272727272
primary,17,2023-04-20,927.0
primary,17,2023-04-21,774.9583333333334
primary,17,2023-04-24,905.8823529411765
primary,17,2023-04-25,1109.3620689655172
primary,17,2023-04-26,1054.0384615384614
primary,17,2023-04-27,1217.28
primary,17,2023-04-28,832.2564102564103
primary,17,2023-05-02,1016.6111111111111
primary,17,2023-05-03,1432.7142857142858
primary,17,2023-05-04,992.6470588235294
primary,17,2023-05-05,1028.8181818181818
primary,17,2023-05-09,1136.1333333333334
primary,17,2023-05-10,719.1666666666666
primary,17,2023-05-11,881.5277777777778
primary,17,2023-05-15,889.56
primary,17,2023-05-16,1042.1923076923076
primary,17,2023-05-17,1375.4642857142858
primary,17,2023-05-18,1213.5416666666667
primary,17,2023-05-19,1146.75
primary,17,2023-05-22,1154.5
primary,17,2023-05-23,1742.125
primary,17,2023-05-24,922.7857142857143
primary,17,2023-05-25,1255.375
primary,17,2023-05-26,1362.2222222222222
primary,17,2023-06-05,1038.7857142857142
primary,17,2023-06-06,1304.5666666666666
primary,17,2023-06-07,1055.357142857143
primary,17,2023-06-08,1123.6363636363637
primary,17,2023-06-09,754.8928571428571
primary,17,2023-06-12,999.0625
primary,17,2023-06-13,877.9285714285714
primary,17,2023-06-14,825.0625
primary,17,2023-06-15,908.2608695652174
primary,17,2023-06-16,1271.659090909091
primary,17,2023-06-19,1361.888888888889
primary,17,2023-06-20,1107.7777777777778
primary,17,2023-06-21,1281.6666666666667
primary,17,2023-06-22,1228.28125
primary,17,2023-06-23,1061.40625
primary,17,2023-06-26,1323.8125
primary,17,2023-06-27,817.9545454545455
primary,17,2023-06-28,1396.8
primary,17,2023-06-29,1360.0
primary,17,2023-06-30,1100.9545454545455
primary,17,2023-07-03,567.3571428571429
primary,17,2023-07-04,1554.9722222222222
primary,17,2023-07-06,1076.2105263157894
primary,17,2023-07-07,422.5
primary,17,2023-07-10,548.3684210526316
primary,17,2023-07-11,1287.32
primary,17,2023-07-12,1195.54
primary,17,2023-07-13,1253.5217391304348
primary,17,2023-07-14,1313.375
primary,17,2023-07-17,1188.25
primary,17,2023-07-18,1565.5
primary,17,2023-07-19,1228.6666666666667
primary,17,2023-07-20,321.0
primary,17,2023-09-05,136.0
primary,17,2023-09-06,1115.3529411764705
primary,17,2023-09-07,1018.25
primary,17,2023-09-08,1296.7333333333333
primary,17,2023-09-11,1094.2777777777778
primary,17,2023-09-12,1140.1935483870968
primary,17,2023-09-13,1450.7674418604652
primary,17,2023-09-14,930.6923076923077
primary,17,2023-09-15,506.6363636363636
primary,17,2023-09-18,942.6666666666666
primary,17,2023-09-19,1242.5555555555557
primary,17,2023-09-20,809.6666666666666
primary,17,2023-09-21,1320.2777777777778
primary,17,2023-09-22,1048.5
primary,17,2023-09-25,891.25
primary,17,2023-09-26,1042.125
primary,17,2023-09-27,768.7272727272727
primary,17,2023-09-28,1319.59375
primary,17,2023-09-29,1390.2857142857142
primary,17,2023-10-02,853.15
primary,17,2023-10-03,925.8222222222222
primary,17,2023-10-04,292.0
primary,17,2023-10-05,269.6666666666667
primary,17,2023-10-06,841.6666666666666
primary,17,2023-10-09,1008.9038461538462
primary,17,2023-10-10,1049.7777777777778
primary,17,2023-10-11,1139.590909090909
primary,17,2023-10-12,1006.5
primary,17,2023-10-13,1050.076923076923
primary,17,2023-10-16,879.25
primary,17,2023-10-17,776.0
primary,17,2023-10-18,797.6
primary,17,2023-10-19,871.483870967742
primary,17,2023-10-20,699.0833333333334
primary,17,2023-10-31,793.0
primary,17,2023-11-01,1136.5
primary,17,2023-11-03,506.125
primary,17,2023-11-06,1046.5
primary,17,2023-11-07,522.1666666666666
primary,18,2023-03-15,597.25
primary,18,2023-03-20,568.75
primary,18,2023-03-21,389.0
primary,18,2023-03-22,893.5294117647059
primary,18,2023-03-23,585.7777777777778
primary,18,2023-03-24,481.82978723404256
primary,18,2023-03-27,702.4411764705883
primary,18,2023-03-28,796.1896551724138
primary,18,2023-03-29,1161.1052631578948
primary,18,2023-03-31,120.5
primary,18,2023-04-17,1014.0
primary,18,2023-04-18,871.0754716981132
primary,18,2023-04-19,688.5818181818182
primary,18,2023-04-20,765.1948051948052
primary,18,2023-04-21,635.5416666666666
primary,18,2023-04-24,664.6666666666666
primary,18,2023-04-25,849.1896551724138
primary,18,2023-04-26,825.75
primary,18,2023-04-27,965.44
primary,18,2023-04-28,687.9487179487179
primary,18,2023-05-02,763.0555555555555
primary,18,2023-05-03,1151.357142857143
primary,18,2023-05-04,853.5882352941177
primary,18,2023-05-05,931.4318181818181
primary,18,2023-05-09,868.5
primary,18,2023-05-10,547.7380952380952
primary,18,2023-05-11,742.6388888888889
primary,18,2023-05-15,657.0
primary,18,2023-05-16,800.3076923076923
primary,18,2023-05-17,1162.0
primary,18,2023-05-18,945.4166666666666
primary,18,2023-05-19,969.09375
primary,18,2023-05-22,884.0769230769231
primary,18,2023-05-23,1646.125
primary,18,2023-05-24,819.6428571428571
primary,18,2023-05-25,990.375
primary,18,2023-05-26,1122.0
primary,18,2023-06-05,764.5357142857143
primary,18,2023-06-06,947.9666666666667
primary,18,2023-06-07,842.9285714285714
primary,18,2023-06-08,910.4545454545455
primary,18,2023-06-09,655.6785714285714
primary,18,2023-06-12,738.625
primary,18,2023-06-13,704.2857142857143
primary,18,2023-06-14,645.9375
primary,18,2023-06-15,700.3478260869565
primary,18,2023-06-16,1068.25
primary,18,2023-06-19,989.2777777777778
primary,18,2023-06-20,798.7222222222222
primary,18,2023-06-21,987.0666666666667
primary,18,2023-06-22,961.46875
primary,18,2023-06-23,930.40625
primary,18,2023-06-26,1057.15625
primary,18,2023-06-27,635.4090909090909
primary,18,2023-06-28,1167.7666666666667
primary,18,2023-06-29,1085.9285714285713
primary,18,2023-06-30,931.3181818181819
primary,18,2023-07-03,421.07142857142856
primary,18,2023-07-04,1254.138888888889
primary,18,2023-07-06,898.1052631578947
primary,18,2023-07-07,292.0
primary,18,2023-07-10,432.0
primary,18,2023-07-11,1002.08
primary,18,2023-07-12,904.62
primary,18,2023-07-13,1029.1739130434783
primary,18,2023-07-14,1129.85
primary,18,2023-07-17,887.6666666666666
primary,18,2023-07-18,1272.0
primary,18,2023-07-19,878.4444444444445
primary,18,2023-07-20,215.0
primary,18,2023-09-05,74.5
primary,18,2023-09-06,938.0
primary,18,2023-09-07,848.8
primary,18,2023-09-08,1057.5
primary,18,2023-09-11,871.9444444444445
primary,18,2023-09-12,942.1290322580645
primary,18,2023-09-13,1209.2558139534883
primary,18,2023-09-14,772.4230769230769
primary,18,2023-09-15,439.54545454545456
primary,18,2023-09-18,747.3333333333334
primary,18,2023-09-19,1022.8333333333334
primary,18,2023-09-20,616.6666666666666
primary,18,2023-09-21,973.1666666666666
primary,18,2023-09-22,891.875
primary,18,2023-09-25,646.0625
primary,18,2023-09-26,786.875
primary,18,2023-09-27,638.7727272727273
primary,18,2023-09-28,1053.21875
primary,18,2023-09-29,1213.357142857143
primary,18,2023-10-02,598.0
primary,18,2023-10-03,739.6444444444444
primary,18,2023-10-04,196.0
primary,18,2023-10-05,194.66666666666666
primary,18,2023-10-06,676.5833333333334
primary,18,2023-10-09,769.4038461538462
primary,18,2023-10-10,822.25
primary,18,2023-10-11,882.8181818181819
primary,18,2023-10-12,784.5
primary,18,2023-10-13,914.6923076923077
primary,18,2023-10-16,554.25
primary,18,2023-10-17,576.7333333333333
primary,18,2023-10-18,553.1
primary,18,2023-10-19,734.7741935483871
primary,18,2023-10-20,576.3333333333334
primary,18,2023-10-31,791.5
primary,18,2023-11-01,948.0
primary,18,2023-11-03,454.625
primary,18,2023-11-06,928.5
primary,18,2023-11-07,366.3333333333333
secondary,7,2023-04-24,167.0
secondary,7,2023-04-28,163.625
secondary,7,2023-05-02,178.5
secondary,7,2023-05-03,451.5
secondary,7,2023-05-04,147.28571428571428
secondary,7,2023-05-05,97.28571428571429
secondary,7,2023-05-09,256.22222222222223
secondary,7,2023-05-10,104.625
secondary,7,2023-05-11,159.83333333333334
secondary,7,2023-05-12,144.64285714285714
secondary,7,2023-05-15,156.75
secondary,7,2023-05-16,160.08333333333334
secondary,7,2023-05-17,188.83333333333334
secondary,7,2023-05-18,122.71428571428571
secondary,7,2023-05-19,122.33333333333333
secondary,7,2023-05-22,134.875
secondary,7,2023-05-23,214.75
